21,05;0,54;11363676854,77;0,09;2,63;0,12;-1,92;0,05;66351517491771780000000000000000000000,00;0,20;10663,69;0,06;1241563,57;0,08;66736892091,75;0,12;-10548,45;0,07;5741127,35;0,03;
21,27;0,66;14424680193,04;0,14;2,06;0,17;-2,32;0,08;8873061401493104000000000000000000000,00;0,41;11104,83;0,36;1380037,16;0,06;56283791163,67;0,11;-5575,46;0,04;4559805,79;0,04;
20,85;0,63;9411709622,63;0,08;3,34;0,25;-0,88;0,07;4599441004382271000000000000000000000,00;0,65;8007,05;0,09;1332206,62;0,05;57003663523,14;0,06;-7674,20;0,04;3078862,42;0,04;
21,05;0,20;13724626943,76;0,05;0,85;0,26;-2,12;0,10;29880323787470590000000000000000000000,00;0,36;9837,20;0,09;1782256,53;0,05;75464354996,44;0,12;-4222,53;0,04;4436666,16;0,10;
21,37;0,24;2160271320,18;0,11;1,74;0,28;-2,72;0,13;7056097499562895000000000000000000,00;0,21;6291,61;0,02;595909,26;0,08;49576768655,12;0,04;-3672,11;0,06;2531893,46;0,06;
