21,07;5816,37;8353882619,15;8869,97;-0,44;8357,92;-1,23;8778,96;6245386429188213000000000000000000000,00;7520,41;8360,93;10264,26;1469491,55;9598,49;67199971569,44;9351,90;-4044,33;8556,40;2260117,94;7989,78;
21,52;8517,51;7503668356,71;9058,92;0,46;8502,93;-1,65;10269,13;3906013538964561600000000000000000000,00;7734,37;7065,91;10220,71;953007,47;9466,85;50677057076,08;9658,62;-7712,65;8050,46;1078611,15;8140,99;
21,67;8415,92;5997876635,73;5464,10;1,19;8033,86;0,14;7888,39;4059942122051681400000000000000000000,00;7850,96;5218,83;9960,09;554620,02;9711,05;48355466537,84;8622,22;-5638,82;8045,63;2082274,25;8043,29;
21,33;4736,95;4392679093,72;8681,65;-2,43;7880,97;-1,55;7978,19;60953831251445170000000000000000000000,00;8473,42;9366,74;8373,12;347106,84;9788,00;61168784424,92;8510,09;5924,32;8093,74;2652421,25;8411,67;
21,36;8677,87;2913389074,37;8747,86;0,84;7837,65;-0,87;8501,91;7929364887616364000000000000000000,00;10260,03;3971,34;9792,45;254819,88;9749,25;12959464152,65;8579,88;-5463,13;8365,79;1892525,31;8686,48;
